,Unnamed: 0,Áö¿ªÄÚµå,¹ýÁ¤µ¿,°Å·¡ÀÏ,¾ÆÆÄÆ®,Áö¹ø,Àü¿ë¸éÀû,Ãþ,°ÇÃà³âµµ,°Å·¡±Ý¾×,¸éÀû´ç°¡°Ý,°Å·¡ÁÖ,count
1592,1592,11410,ÇöÀúµ¿,2006-09-22,µ¶¸³¹®±Øµ¿(200-0),200,102.45,11,1998,50000,488.0429477794046,37,1
1593,1593,11410,ÇöÀúµ¿,2006-09-22,µ¶¸³¹®±Øµ¿(200-0),200,84.87,18,1998,40000,471.3090609166961,37,1
1594,1594,11410,ÇöÀúµ¿,2006-09-23,µ¶¸³¹®±Øµ¿(200-0),200,84.87,9,1998,40250,474.25474254742545,37,1
1595,1595,11410,ÇöÀúµ¿,2006-09-23,µ¶¸³¹®±Øµ¿(200-0),200,84.87,2,1998,40000,471.3090609166961,37,1
1640,1640,11410,È«Àºµ¿,2006-09-18,È«Àºµ¿º®»ê,455,84.78,9,1997,27000,318.47133757961785,37,1
1641,1641,11410,È«Àºµ¿,2006-09-18,µÎ»ê,456,84.84,11,1997,23500,276.99198491277696,37,1
1642,1642,11410,È«Àºµ¿,2006-09-18,À¯¿ø,22,84.6,12,1987,18000,212.76595744680853,37,1
1643,1643,11410,È«Àºµ¿,2006-09-18,¼­°­1Â÷(1µ¿),186-22,71.53,7,1988,14500,202.71214874877674,37,1
1644,1644,11410,È«Àºµ¿,2006-09-19,È«Àºµ¿º®»ê,455,114.96,4,1997,36800,320.11134307585246,37,1
1645,1645,11410,È«Àºµ¿,2006-09-19,È«Àºµ¿º®»ê,455,58.64,2,1997,15200,259.2087312414734,37,1
1646,1646,11410,È«Àºµ¿,2006-09-19,È«Àºµ¿º®»ê,455,58.64,12,1997,16900,288.1991814461119,37,1
1647,1647,11410,È«Àºµ¿,2006-09-19,Ç³¸²2,453-2,66.69,13,1990,18000,269.9055330634278,37,1
1648,1648,11410,È«Àºµ¿,2006-09-19,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,116.101,18,2002,36000,310.07484862318154,37,1
1649,1649,11410,È«Àºµ¿,2006-09-20,±Øµ¿,454,84.92,10,1995,20500,241.4036740461611,37,1
1650,1650,11410,È«Àºµ¿,2006-09-20,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,15,2002,27500,323.8418238771521,37,1
1651,1651,11410,È«Àºµ¿,2006-09-20,È«Àº¹Ì¼º,186-1,83.61,4,1985,22000,263.12642028465496,37,1
1652,1652,11410,È«Àºµ¿,2006-09-20,È«Àºµ¿º®»ê,455,84.96,11,1997,26000,306.0263653483993,37,1
1653,1653,11410,È«Àºµ¿,2006-09-20,"Çö´ë(1,2Â÷)",202-5,84.77,12,1988,26500,312.6105933702961,37,1
1654,1654,11410,È«Àºµ¿,2006-09-20,ÁøÈï,459,78.02,6,2002,25000,320.4306588054345,37,1
1655,1655,11410,È«Àºµ¿,2006-09-21,À¯¿ø,22,64.26,5,1987,13100,203.85932150638033,37,1
1656,1656,11410,È«Àºµ¿,2006-09-21,È«Àºµ¿º®»ê,455,114.96,8,1997,38000,330.5497564370216,37,1
1657,1657,11410,È«Àºµ¿,2006-09-22,°Ç¿ì¾ÆÆ®ºô,396-22,76.08,2,2001,14000,184.0168243953733,37,1
1658,1658,11410,È«Àºµ¿,2006-09-22,È«Àº¹Ì¼º,186-1,127.33,5,1985,39500,310.21754496191,37,1
1659,1659,11410,È«Àºµ¿,2006-09-23,À¯¿ø,22,54.54,9,1987,11700,214.5214521452145,37,1
1660,1660,11410,È«Àºµ¿,2006-09-23,È«Àºµ¿º®»ê,455,84.96,15,1997,23900,281.30885122410547,37,1
1661,1661,11410,È«Àºµ¿,2006-09-23,È«Àºµ¿º®»ê,455,142.98,15,1997,44800,313.33053573926423,37,1
1662,1662,11410,È«Àºµ¿,2006-09-23,È«Àºµ¿º®»ê,455,84.78,9,1997,25000,294.88086812927577,37,1
1663,1663,11410,È«Àºµ¿,2006-09-23,Ç³¸²1Â÷,440-3,64.53,6,1988,13900,215.4036882070355,37,1
1664,1664,11410,È«Àºµ¿,2006-09-23,°Ç¿ì¾ÆÆ®ºô,396-22,76.08,3,2001,13500,177.4447949526814,37,1
1665,1665,11410,È«Àºµ¿,2006-09-23,"Çö´ë(1,2Â÷)",202-5,84.77,4,1989,26950,317.91907514450867,37,1
1732,1732,11410,È«Á¦µ¿,2006-09-17,È«Á¦ÇÑ¾ç,82,84.77,4,1993,27000,318.5089064527545,37,1
1733,1733,11410,È«Á¦µ¿,2006-09-17,À¯¿øÇÏ³ª,454,58.77,4,1996,13650,232.2613578356304,37,1
1734,1734,11410,È«Á¦µ¿,2006-09-17,È«Á¦ÇÑ¾ç,82,84.77,10,1993,31000,365.6954111124219,37,1
1735,1735,11410,È«Á¦µ¿,2006-09-18,Ã»±¸3Â÷,462,59.4,13,2001,21000,353.5353535353535,37,1
1736,1736,11410,È«Á¦µ¿,2006-09-18,±Â¸ð´×ÇÏÀÌÃ÷,312-121,66.18,3,2001,14500,219.09942580840132,37,1
1737,1737,11410,È«Á¦µ¿,2006-09-18,È«Á¦ÇÑ¾ç,82,60.06,15,1993,17000,283.05028305028304,37,1
1738,1738,11410,È«Á¦µ¿,2006-09-18,ÀÎ¿Õ»ê¾î¿ï¸²,467,120.34,4,2006,52810,438.83995346518196,37,1
1739,1739,11410,È«Á¦µ¿,2006-09-19,Ã»±¸3Â÷,462,59.4,10,2001,20000,336.7003367003367,37,1
1740,1740,11410,È«Á¦µ¿,2006-09-19,È«Á¦Çö´ë,331,83.05,5,1992,31700,381.6977724262493,37,1
1741,1741,11410,È«Á¦µ¿,2006-09-19,È«Á¦ÇÑ¾ç,82,60.06,8,1993,19900,331.3353313353313,37,1
1742,1742,11410,È«Á¦µ¿,2006-09-19,È«Á¦¿øÇö´ë(459-0),459,84.9,10,2000,31500,371.0247349823321,37,1
1743,1743,11410,È«Á¦µ¿,2006-09-20,È«Á¦ÇÑ¾ç,82,84.77,3,1993,29100,343.2818213990799,37,1
1744,1744,11410,È«Á¦µ¿,2006-09-20,Ã»±¸2Â÷,453-1,59.89,14,1997,20200,337.28502254132576,37,1
1745,1745,11410,È«Á¦µ¿,2006-09-20,È«Á¦ÇÑ¾ç,82,84.77,7,1993,32000,377.4920372773387,37,1
1746,1746,11410,È«Á¦µ¿,2006-09-20,¹«¾ÇÀçÇÑÈ­,464,113.52,8,2001,54500,480.09161381254404,37,1
1747,1747,11410,È«Á¦µ¿,2006-09-20,È«Á¦»ï¼º·¡¹Ì¾È,461,60.0,9,2001,25500,425.0,37,1
1748,1748,11410,È«Á¦µ¿,2006-09-20,ÀÎ¿Õ»êÇö´ë,460,84.9,4,2000,34800,409.89399293286215,37,1
1749,1749,11410,È«Á¦µ¿,2006-09-20,ÀÎ¿Õ»êÇö´ë,460,114.72,4,2000,50500,440.20223152022317,37,1
1750,1750,11410,È«Á¦µ¿,2006-09-20,ÀÎ¿Õ»êÇö´ë,460,84.9,11,2000,36000,424.0282685512367,37,1
1751,1751,11410,È«Á¦µ¿,2006-09-20,È«Á¦¿øÇö´ë(459-0),459,59.93,6,2000,21000,350.40881027865845,37,1
1752,1752,11410,È«Á¦µ¿,2006-09-20,È«Á¦¿øÇö´ë(459-0),459,114.72,11,2000,59700,520.3974895397489,37,1
1753,1753,11410,È«Á¦µ¿,2006-09-20,Ã»±¸1Â÷,453,84.78,15,1994,31700,373.90894078792167,37,1
1754,1754,11410,È«Á¦µ¿,2006-09-21,Ã»±¸1Â÷,453,84.78,8,1994,27000,318.47133757961785,37,1
1755,1755,11410,È«Á¦µ¿,2006-09-21,ÀÎ¿Õ»êÇö´ë,460,59.93,8,2000,21000,350.40881027865845,37,1
1756,1756,11410,È«Á¦µ¿,2006-09-22,È«Á¦ÇÑ¾ç,82,60.06,12,1993,20000,333.000333000333,37,1
1757,1757,11410,È«Á¦µ¿,2006-09-22,ÀÎ¿Õ»êÇö´ë,460,59.93,16,2000,21000,350.40881027865845,37,1
1758,1758,11410,È«Á¦µ¿,2006-09-22,À¯¿øÇÏ³ª,454,72.34,8,1996,17100,236.3837434337849,37,1
1759,1759,11410,È«Á¦µ¿,2006-09-22,Ã»±¸2Â÷,453-1,84.89,10,1997,32000,376.95841677464955,37,1
1760,1760,11410,È«Á¦µ¿,2006-09-22,Ã»±¸1Â÷,453,84.78,8,1994,27700,326.72800188723755,37,1
1761,1761,11410,È«Á¦µ¿,2006-09-23,È«Á¦¿øÇö´ë(459-0),459,84.9,18,2000,36400,428.7396937573616,37,1
1762,1762,11410,È«Á¦µ¿,2006-09-23,È«Á¦ÇÑ¾ç,82,60.06,10,1993,19350,322.1778221778222,37,1
1763,1763,11410,È«Á¦µ¿,2006-09-23,°íÀº,156-200,62.48,2,1975,14000,224.0717029449424,37,1
1764,1764,11410,È«Á¦µ¿,2006-09-23,È«Á¦ÇÑ¾ç,82,60.06,8,1993,18700,311.35531135531136,37,1
